word,a_to_h_letter_count,frequency_score,a_to_h_sequence,match_status,puzzle_id,fen,moves,rating,rating_deviation,popularity,nb_plays,themes,lichess_url,opening_tags,daily_date
"datum","2","1251","da","exact","G2RRC","1k4r1/ppp2N2/4Qn2/3r3p/3P2p1/2P4P/q1KN1PP1/3R3R w - - 2 21","c2d3 d5d4 c3d4 a2e6","1609","75","100","1631","advantage discoveredAttack middlegame short","https://lichess.org/3U8jWpNa#41","",""
"build","2","1250","bd","exact","RdpPG","3r3k/p4Qpp/1b2Pn2/8/5B2/1N6/Pq3PPP/5RK1 w - - 1 23","e6e7 b2f2 f1f2 d8d1","1598","74","100","621","mate mateIn2 middlegame pin sacrifice short","https://lichess.org/OewIwRoU#45","",""
"shelf","3","1248","hef","exact","GHSUy","r2r1nk1/p4p2/1p1P2pp/2pRb2q/4N2P/1P3PB1/P1Q3PK/2R5 b - - 0 30","e5g3 h2g3 h5d5 e4f6 g8h8 f6d5","1597","75","100","286","crushing fork long middlegame sacrifice","https://lichess.org/neOnoom6/black#60","",""
"lodge","3","1247","dge","exact","LpZVg","2k1r3/ppp3p1/8/1bq1n1Np/7P/1P3P2/P2R2B1/3KR3 b - - 2 31","e8d8 d2d8 c8d8 g5e6 d8c8 e6c5","1596","75","100","806","attraction crushing fork long middlegame","https://lichess.org/crRMpPZv/black#62","",""
"suing","1","1246","g","exact","tbmXQ","4rk2/1p3rp1/p5Qp/2qpPR2/8/2P4P/1P4R1/7K b - - 2 30","c5e7 g6g7","1589","77","100","273","endgame mate mateIn1 oneMove pin","https://lichess.org/2IWtrdmX/black#60","",""
"rearm","2","1245","ea","exact","CmjOJ","6k1/r2b1p2/5bpp/p1p1p3/2P5/1R1P1BP1/4PP1P/5RK1 w - - 0 25","f1a1 e5e4 a1a5 a7a5","1622","75","100","664","advantage endgame short","https://lichess.org/zqHso7ew#49","",""
"coral","2","1244","ca","exact","CtWj2","8/8/4B3/6p1/1kn1p1P1/p7/1PK5/8 w - - 0 56","b2a3 c4a3 c2d2 a3c4","1612","78","100","522","crushing endgame short","https://lichess.org/W0eVFYfz#111","",""
"worth","1","1242","h","exact","oFfNJ","1r4k1/4pp2/3p2p1/2pP4/4P3/P1Q3P1/q4PK1/7R b - - 1 26","a2b2 h1h8","1582","76","100","916","endgame mate mateIn1 oneMove","https://lichess.org/LlB4JRnC/black#52","",""
"infer","2","1240","fe","exact","mXoHv","1k6/p1q2p2/1p2pNp1/1P1pP3/1Pr5/2P1Q3/3K1PP1/8 b - - 4 29","b8b7 f6e8 c7d7 e8d6","1603","119","100","57","endgame equality short","https://lichess.org/I6FWMRJF/black#58","",""
"ovoid","1","1237","d","exact","0EmiZ","3k4/R5p1/4N2p/3B3P/1b6/4r3/5r2/2K5 b - - 1 49","d8e8 d5c6","1577","75","100","1229","endgame master mate mateIn1 oneMove","https://lichess.org/NLT2bh5s/black#98","",""
"glide","3","1236","gde","exact","Ziech","3rk1r1/p4ppp/4p3/1q2P1Q1/1p1N4/5P2/PPP2P1P/3R2K1 b - - 0 22","b5c5 g5d8 e8d8 d4e6 d8e7 e6c5","1601","77","100","757","attraction crushing doubleCheck endgame long sacrifice","https://lichess.org/EvAMC1ij/black#44","",""
"usage","3","1235","age","exact","zMGox","r4rk1/pp4pp/8/q1p1Q3/2P1p1b1/1P2P1P1/P1R2PBP/3R2K1 w - - 1 21","d1d5 a5e1 g2f1 g4h3 d5d1 e1d1 e5d5 d1d5","1607","75","100","275","advantage middlegame pin veryLong","https://lichess.org/DLzW6Reu#41","",""
"randy","2","1233","ad","exact","YVyT4","r3r3/1q4kp/2bQ2p1/ppPp1p2/8/PBP2P2/6PP/3RR1K1 w - - 2 31","e1e5 a8d8 e5e8 d8d6","1581","75","100","484","advantage middlegame short trappedPiece","https://lichess.org/AyThDsOM#61","",""
"chuck","3","1232","chc","exact","HbnQK","8/8/8/3r1p2/2RP1k1R/6rp/8/7K b - - 5 53","f4f3 c4c3 f3f2 h4f4 f2e2 c3g3","1616","75","100","612","crushing deflection endgame long rookEndgame","https://lichess.org/MkQ5S4rW/black#106","",""
"fishy","2","1230","fh","exact","cnCMi","8/8/1p2k1p1/p6p/P3KP1P/1P6/8/8 b - - 2 46","e6d6 f4f5 g6g5 h4g5","1603","76","100","501","crushing endgame pawnEndgame short","https://lichess.org/ekZCe23d/black#92","",""
"tooth","1","1229","h","exact","vmZQi","7Q/pp1q3r/2p3Rk/4p2p/8/8/P4RP1/6K1 b - - 0 37","h6g6 h8f6","1618","82","100","36","endgame","https://lichess.org/h1wKUwiR/black#74","",""
"ether","3","1228","ehe","exact","Ted1V","7k/4r1p1/7p/4r2q/4PR2/2P1Q1P1/PP5P/5RK1 w - - 3 30","f4f5 e5f5 f1f5 h5f5 e4f5 e7e3","1602","74","100","887","advantage endgame long","https://lichess.org/CMPos6Su#59","",""
"drove","2","1227","de","exact","TKDEX","3r4/5pkp/1R4p1/2p1P1B1/2Pbb2P/6P1/r4P2/4R1K1 w - - 0 39","g5d8 d4f2 g1f1 e4d3","1595","76","100","441","advantage endgame fork master short","https://lichess.org/lVUySrUP#77","",""
"idler","2","1226","de","exact","gkmRH","rn3bkr/p3p1pp/2p5/q3NbB1/p2PP3/2P5/3Q1PPP/R3K2R b KQ - 0 13","f5g6 d2a2 a5d5 e4d5","1595","78","100","77","middlegame","https://lichess.org/pvESVwVd/black#26","Slav_Defense Slav_Defense_Czech_Variation",""
"swath","2","1225","ah","exact","05NtB","8/8/3R4/6k1/8/4P2p/r4P2/5K2 w - - 2 51","d6d8 a2a1 f1e2 h3h2","1607","77","100","862","advancedPawn crushing endgame rookEndgame short","https://lichess.org/rDwE5dIp#101","",""
"while","2","1224","he","exact","EWdby","5k1r/1pr5/p1n1p1R1/3p1p2/3P1Q1q/P2B1P2/2P3P1/6K1 w - - 0 33","f4c7 h4e1 d3f1 e1e3","1612","121","100","18","endgame","https://lichess.org/au3BxxtQ#65","",""
"begat","4","1223","bega","exact","AiTUx","8/pp6/4kp2/2P5/1P2P1Kp/P7/8/8 b - - 1 33","e6e5 b4b5 f6f5 e4f5 h4h3 g4h3 e5f5 a3a4 f5e6 a4a5","2327","76","100","100","crushing defensiveMove endgame pawnEndgame quietMove veryLong","https://lichess.org/hfBpLiUD/black#66","",""
"slang","2","1221","ag","exact","l4ue4","2Q5/5p1k/p2p1Pp1/q6p/8/P2B1P2/1p2r2P/3R2K1 w - - 1 30","c8f8 a5g5 g1f1 g5g2","1633","76","100","459","endgame mate mateIn2 short","https://lichess.org/IarNCCWv#59","",""
"radar","3","1219","ada","exact","zUj97","8/3k1p1p/pp4p1/P2p4/3P1K2/4P1PP/5P2/8 w - - 0 42","a5b6 a6a5 b6b7 d7c7 f4e5 a5a4","1611","74","100","626","crushing defensiveMove endgame long master pawnEndgame quietMove","https://lichess.org/Tg3G9xjB#83","",""
"credo","3","1218","ced","exact","9EWqI","8/8/1p2kp2/5N1R/2r3P1/2p2K2/6PP/8 w - - 8 41","h5h7 c3c2 h7e7 e6d5 f5e3 d5d6","1601","75","100","543","advancedPawn advantage endgame long","https://lichess.org/sYXFgieB#81","",""
"aware","3","1217","aae","exact","Y9BaB","8/2p3k1/8/3P3p/2p1p3/4K1P1/P7/8 b - - 1 38","c4c3 a2a4 g7f6 a4a5 c3c2 e3d2","1620","74","100","711","crushing endgame long pawnEndgame quietMove","https://lichess.org/Gpfiu3lb/black#76","",""
"canon","2","1216","ca","exact","M4s7q","2kr3r/ppp1qp2/4b3/4b1p1/1P2P1p1/P1N3P1/3NBPK1/B1Q2R2 b - - 0 19","e7d6 c3b5 d6d2 a1e5","1588","224","100","13","middlegame","https://lichess.org/Fwrl52kM/black#38","",""
"shift","2","1215","hf","exact","ibXTX","5rk1/6p1/6Np/5r2/8/2Q2pPq/PPP2P1P/R5RK w - - 7 28","g6f8 h3h2 h1h2 f5h5","1600","77","100","2604","attraction endgame mate mateIn2 sacrifice short","https://lichess.org/FBSaqQeB#55","",""
"bylaw","2","1213","ba","exact","M2MvV","8/8/3K2Q1/1q6/3B1p2/5k2/7P/8 w - - 7 61","h2h4 b5a6 d6c7 a6g6","1609","75","100","328","crushing endgame master short skewer","https://lichess.org/HZiTGDws#121","",""
"three","3","1211","hee","exact","AX01A","8/p4k1p/2p2r2/7Q/4P3/8/r7/3K4 b - - 4 39","f7e6 h5e8 e6d6 e4e5 d6d5 e5f6","1616","75","100","330","crushing endgame exposedKing fork long queenRookEndgame","https://lichess.org/sYRot5nm/black#78","",""
"steak","2","1210","ea","exact","WgUVV","r1b2rk1/1p1pbp1p/p1n1p1pn/4N2q/3PP3/1QN4P/PP1BBPP1/2R2RK1 b - - 6 17","c6d4 e2h5 d4b3 a2b3","1623","134","100","9","middlegame","https://lichess.org/7VSoQ27N/black#34","Benoni_Defense Benoni_Defense_Old_Benoni",""
"iliac","2","1209","ac","exact","aeteY","r2k3r/1p1b1p1p/p1n1pqp1/3p3P/B4P2/P1BQ4/1P3P2/2R2KR1 b - - 1 28","d5d4 a4c6 d7c6 c3d4","1610","75","100","135","advantage master middlegame short","https://lichess.org/0f0O33tT/black#56","",""
"shirk","1","1208","h","exact","GAL9Y","r3kn1r/pp5q/2p1p3/4P3/P1pP2QB/N7/1P6/R4RK1 w kq - 1 21","h4f6 h7h2","1580","84","100","85","middlegame","https://lichess.org/4YDr6dw7#41","",""
"blunt","1","1207","b","exact","IhFR7","rn2kb1r/1b1p1pp1/2q1p3/1N2P1Bp/6n1/3B1Q2/PPP2PPP/R3R1K1 b kq - 0 13","c6f3 b5c7","1579","76","100","588","mate mateIn1 middlegame oneMove","https://lichess.org/r0avFkAh/black#26","Sicilian_Defense Sicilian_Defense_Quinteros_Variation",""
"penal","2","1206","ea","exact","nMY8O","6k1/5p2/p4q2/1p2pn2/4Qb2/2P4R/PP3P1P/1K6 b - - 3 32","f6g6 e4a8 g8g7 a8h8","1577","158","100","18","endgame","https://lichess.org/SPD0T7EJ/black#64","",""
"bunny","1","1205","b","exact","3qB1q","2QR1bk1/5p1p/6p1/8/Pq6/8/6PP/6rK w - - 0 34","h1g1 b4e1","1622","155","100","16","endgame","https://lichess.org/rwJZpArI#67","",""
"shape","3","1204","hae","exact","lFbPo","r1bR1bk1/pp3qp1/2p4p/3p4/3P3Q/5P2/PP4P1/R5K1 b - - 0 31","f7f6 h4f6 g7f6 a1e1 g8f7 e1e8","1555","76","97","10588","advantage long master middlegame quietMove","https://lichess.org/yztHDA2u/black#62","",""
"beget","4","1203","bege","exact","jBfKX","1k2r3/pqp1r1p1/R7/1P1pNQ1p/3P2nP/2P3P1/4R1K1/8 w - - 1 34","e5c6 b7c6 e2e7 e8e7 b5c6 g4e3 g2f3 e3f5","1790","75","99","779","advantage fork middlegame sacrifice veryLong","https://lichess.org/nDlMcjpz#67","",""
"wheel","3","1202","hee","exact","nrJHL","4rr1k/ppp3p1/3bQ2p/3N4/2P4q/7P/PP3PP1/R1B2RK1 w - - 1 19","e6g4 h4f2 f1f2 e8e1 f2f1 e1f1","1584","74","100","660","kingsideAttack long mate mateIn3 middlegame sacrifice","https://lichess.org/rawb5B5X#37","",""
"adept","3","1201","ade","exact","c0l8m","8/8/3k1P2/8/p3K3/8/8/8 w - - 1 65","e4f5 a4a3 f6f7 d6e7 f7f8q e7f8","1550","75","100","925","crushing endgame long pawnEndgame","https://lichess.org/uWIWDyZ1#129","",""
"chore","3","1198","che","exact","Hx3dP","2r4k/2P1Q1p1/8/3p2p1/2q5/6PP/4RP1K/8 w - - 3 49","e7g5 c4e2 g5h4 h8g8 h4d8 e2e8","1701","75","100","744","advantage endgame hangingPiece long pin","https://lichess.org/mlyE9kY4#97","",""
"fluke","2","1197","fe","exact","vFWfu","8/5R2/1k3P2/1pp2b1p/pN6/2P5/6PK/8 w - - 0 44","b4a2 f5e6 f7f8 e6a2","1603","116","100","55","endgame equality fork short","https://lichess.org/IRx5qDwN#87","",""
"afoot","2","1196","af","exact","CwAN0","8/1p3p2/5P2/4Pk2/4R3/3RK3/q7/8 w - - 20 55","d3d6 a2a3 e3f2 f5e4","1603","75","100","125","endgame master","https://lichess.org/OE1cG5cL#109","",""
"bloat","2","1195","ba","exact","nSzRz","8/P3k3/4p1p1/1R1pP2p/2n5/1KPr4/8/8 b - - 0 41","d3d2 b5b7 e7f8 a7a8q","1591","74","100","209","advancedPawn endgame master mate mateIn2 promotion short","https://lichess.org/XokiiyKK/black#82","",""
"bully","1","1194","b","exact","PK3MW","k3r3/5p2/pq6/8/8/5PB1/PPR1K1P1/3R4 w - - 7 33","e2d2 b6e3","1624","76","100","1031","dovetailMate endgame mate mateIn1 oneMove","https://lichess.org/ajbIz8oR#65","",""
"dense","3","1193","dee","exact","5wVLy","8/1p2BR1p/1p2B1pk/8/3b4/P2pp3/6PP/4K3 w - - 0 34","h2h4 d4c3 e1f1 e3e2 f1f2 e2e1q","1604","75","100","693","advancedPawn crushing endgame exposedKing long promotion","https://lichess.org/CXYnZtDy#67","",""
"caper","3","1192","cae","exact","s5gvm","1k5r/1pQ1p1b1/3r1p2/3q4/8/6pP/5nP1/2R1R1K1 b - - 1 34","b8a7 c1a1 d6a6 a1a6 a7a6 e1a1 a6b5 a1a5 b5b4 a5d5","1584","75","100","690","attraction crushing middlegame pin skewer veryLong","https://lichess.org/dTDhBt5a/black#68","",""
"sneer","2","1191","ee","exact","N1pfT","5r1k/7q/1n2B1p1/1NB1b3/4b3/PP6/2P3Q1/3R2K1 w - - 2 34","c5d4 e5d4 b5d4 e4g2","1608","74","100","401","crushing master middlegame short","https://lichess.org/GpTvLK5g#67","",""
"boxer","2","1190","be","exact","5BYaG","r3r1k1/1Bp1q1pp/pb1pb1n1/8/1P3p2/P4N2/2PBQ1PP/R3K2R b KQ - 0 17","e6d5 b7d5 g8f8 e2e7","1616","75","100","789","advantage fork hangingPiece middlegame short","https://lichess.org/W2b3Kf8K/black#34","Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation",""
"jumbo","1","1189","b","exact","q4DXM","r4r2/pQ3b2/4Nb1p/5k2/2P3P1/8/Pq3P1P/3R2K1 b - - 0 33","f5g6 b7e4","1625","75","100","322","mate mateIn1 middlegame oneMove","https://lichess.org/XnS9NH6T/black#66","",""
"lunge","2","1188","ge","exact","Np9Z5","2k5/2p2p1p/2pnb3/4r1pq/2P1PR2/6P1/PP1N1Q1P/R5K1 w - - 0 23","f2f3 g5f4 f3h5 e5h5","1593","75","100","203","advantage middlegame short","https://lichess.org/aNsTLFJn#45","",""
"space","3","1187","ace","exact","ehpCR","8/8/5k2/N1b5/Pp1ppK1P/1P6/8/8 b - - 1 48","d4d3 a5c4 e4e3 c4e3 d3d2 e3d1","1556","76","100","466","advantage defensiveMove endgame long quietMove","https://lichess.org/9eWqCSyB/black#96","",""
"avail","2","1186","aa","exact","8FIi6","1k1r4/4r2p/1pbq4/1B2p3/Q2p4/R7/PP3P1P/K2R4 b - - 7 37","c6b5 a4a8 b8c7 a3a7","1590","75","100","484","mate mateIn2 middlegame short","https://lichess.org/KBiWXweo/black#74","",""
"short","1","1185","h","exact","rlpiu","r2q1k2/5pbQ/3pb1pB/p2Np3/2p1P3/5P2/PPP1K1P1/R7 b - - 1 21","g7h6 h7h8","1580","76","100","1173","mate mateIn1 middlegame oneMove","https://lichess.org/peOfPLE2/black#42","",""
"flirt","1","1183","f","exact","P7PPR","r2qkb1r/pp1n1ppp/5n2/3B4/8/5Q1P/PPP3P1/R1B2RK1 b kq - 0 12","f6d5 f3f7","1610","77","100","612","attackingF2F7 mate mateIn1 middlegame oneMove","https://lichess.org/RgGx3ZEt/black#24","Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Teichmann_Defense",""
"conch","3","1181","cch","exact","uypJg","r1r3k1/5ppp/p1q1p3/1p6/3P2Q1/2n1B2P/P4PP1/2R2RK1 b - - 1 23","c6e4 c1c3 e4g4 c3c8 a8c8 h3g4","1650","74","100","1862","advantage long middlegame","https://lichess.org/pebAtuQ8/black#46","",""
"droop","1","1179","d","exact","7kNi4","5rk1/1p4pp/p2p2q1/8/P5Q1/3p3P/1P1Kr3/R2N3R w - - 4 27","d2c1 d3d2","1577","76","100","3250","advancedPawn mate mateIn1 middlegame oneMove","https://lichess.org/sUG18012#53","",""
"bible","3","1177","bbe","exact","U10r4","8/1p5p/1p2p1p1/4P3/4KP2/pk1P1P2/2N4P/8 w - - 4 37","c2a1 b3b2 d3d4 b2a1 d4d5 e6d5","1602","75","100","1524","crushing defensiveMove endgame knightEndgame long trappedPiece","https://lichess.org/Oafe8c4R#73","",""
"afoul","2","1176","af","exact","IVjTn","7k/6p1/Q4p1p/3p4/P1nP4/1P5P/2r1qPP1/5RK1 b - - 0 30","c4e3 a6e2 c2e2 f2e3","1597","74","100","1878","advantage endgame short","https://lichess.org/LfrdyEcZ/black#60","",""
"steep","2","1174","ee","exact","gktST","2r5/pp2Q1k1/4p1p1/3q1p2/1P6/3p3P/5PP1/4R1K1 b - - 4 36","g7g8 e1e6 d5c6 e6c6","1608","75","100","741","crushing endgame short","https://lichess.org/T1T1ZnlK/black#72","",""
"agile","3","1173","age","exact","Uocgf","r1b2r1k/pp1nNp1P/7R/6n1/8/8/qPP2QP1/2KR1B2 w - - 0 19","d1d7 a2a1 c1d2 g5e4 d2e2 e4f2","1665","75","100","590","crushing fork long middlegame","https://lichess.org/WwewBLNj#37","",""
"dwell","2","1171","de","exact","lWSZK","8/8/8/7p/1k1pp2P/1P6/1K1PPP2/8 w - - 0 44","f2f3 d4d3 e2d3 e4f3","1605","74","100","785","crushing deflection endgame pawnEndgame short","https://lichess.org/tXfeE1y6#87","",""
"beard","4","1169","bead","exact","JVjhv","4k3/5p1r/1R1pp1pp/B7/8/4P1KP/4BnP1/7q b - - 3 29","h1g1 b6b8 e8d7 e2b5 d7e7 a5d8 e7f8 d8f6","1906","74","95","6176","discoveredAttack discoveredCheck endgame mate mateIn4 pillsburysMate veryLong","https://lichess.org/dOKGUMOm/black#58","",""
"motif","1","1167","f","exact","eQcnZ","8/2P2pkp/p3pnp1/4Q3/8/5qPK/8/8 w - - 0 35","c7c8q f3h1","1589","75","100","1504","endgame master mate mateIn1 oneMove","https://lichess.org/njeyMYa3#69","",""
"smash","2","1166","ah","exact","2G8UY","r1bq1b1r/ppp1k1pp/2np3n/6N1/3p1P2/Q7/PPP3PP/RNB1R1K1 b - - 2 12","e7d7 a3h3 h6g4 h3g4","1591","75","100","185","mate mateIn2 opening short","https://lichess.org/CDUn8P94/black#24","Scotch_Game Scotch_Game_Scotch_Gambit",""
"broil","1","1165","b","exact","E0AUe","7Q/pb1pkppp/5b2/2p5/8/5N2/Pq2PPPP/RN2KB1R w KQ - 0 13","h8h7 b2c1","1626","76","100","1156","mate mateIn1 middlegame oneMove","https://lichess.org/dOs2IiOd#25","Blumenfeld_Countergambit Blumenfeld_Countergambit_Other_variations",""
"glare","3","1164","gae","exact","QhDHU","r7/P4p2/4p1kp/4K1p1/6P1/R4P2/8/8 b - - 0 50","f7f5 g4f5 e6f5 a3a6 g6h5 e5f5","1345","77","100","1303","crushing deflection endgame long rookEndgame","https://lichess.org/kyF9o1Km/black#100","",""
"shove","2","1163","he","exact","kzVFV","4Qbk1/1p3p1p/p2B2pq/8/2pN4/P1Pb1P2/1P4PP/6K1 w - - 3 29","d4e6 h6e3 g1h1 e3e1","1588","75","100","853","backRankMate endgame mate mateIn2 short","https://lichess.org/TZToddvK#57","",""
"baggy","4","1162","bagg","exact","CeqOP","1r6/pb5R/1p2R3/1B4k1/1P6/P4pPP/2P2P2/3r2K1 w - - 1 30","b5f1 b7a6 b4b5 a6b5 e6e5 g5g6 e5b5 g6h7","1561","75","97","1562","advantage endgame pin veryLong","https://lichess.org/qmeXbZ9i#59","",""
"along","2","1159","ag","exact","Tic6O","8/8/5pk1/7p/r4K1R/6P1/5P2/8 w - - 6 39","f4f3 a4h4 g3h4 g6f5","1565","76","100","245","crushing defensiveMove endgame rookEndgame short zugzwang","https://lichess.org/UHS5Ev5N#77","",""
"rugby","2","1158","gb","exact","OGpen","6rk/pp2P1p1/7p/5Q2/Pq2n3/1P3NP1/1B3nKP/4R3 w - - 1 31","f5f8 g8f8 e7f8q b4f8","1600","167","100","34","middlegame","https://lichess.org/URo5dGZL#61","",""
"wager","3","1157","age","exact","QEs3e","r1b2rk1/p3q1pp/1p2p3/3pN3/3P2PP/3B4/PP2K1Q1/R7 b - - 0 23","e7h4 a1h1 h4f2 g2f2 f8f2 e2f2","1674","75","100","940","advantage long middlegame","https://lichess.org/4VOLp9cC/black#46","",""
"quack","2","1156","ac","exact","pc96G","8/3k4/p1p5/2K5/PP6/8/8/8 b - - 2 54","d7c7 a4a5 c7d7 c5b6","1590","75","100","876","crushing endgame pawnEndgame quietMove short zugzwang","https://lichess.org/WPgDcan8/black#108","",""
"debit","3","1153","deb","exact","fbIiZ","8/8/6pK/p2N1bP1/7k/8/1P6/8 b - - 3 52","h4g4 d5e3 g4f4 e3f5 f4f5 b2b3","1623","75","100","570","crushing defensiveMove endgame long zugzwang","https://lichess.org/3Qa17I2y/black#104","",""
"mange","3","1152","age","exact","0mYsv","3r2k1/R5bp/6p1/3ppp2/2P5/6B1/1r3PPP/4R1K1 b - - 0 23","d5c4 a7g7 g8g7 g3e5 g7f7 e5b2","1512","74","100","758","advantage attraction endgame fork long","https://lichess.org/iL3ql9YS/black#46","",""
"ninth","1","1150","h","exact","RJZYg","r5k1/pp3r1p/2p3Q1/8/3BP2R/2P5/PP4RK/5q2 b - - 0 39","h7g6 h4h8","1622","75","100","518","endgame mate mateIn1 oneMove","https://lichess.org/4Zwv2ZI4/black#78","",""
"medal","3","1148","eda","exact","S85wS","8/1p5p/p7/4k3/PPP3p1/6K1/7P/8 w - - 2 37","g3g4 e5d4 c4c5 d4c4 b4b5 a6b5","1647","75","100","1865","crushing endgame long pawnEndgame","https://lichess.org/CINLZ6sP#73","",""
"micro","1","1147","c","exact","beXbz","7r/2q1kp2/Bp2pp2/2bb4/P7/4PNr1/3N1P2/R1Q2RK1 w - - 0 22","f2g3 c7g3","1578","76","100","1148","mate mateIn1 middlegame oneMove pin","https://lichess.org/grKvI5qZ#43","",""
"rebel","3","1146","ebe","exact","ZlFAp","2r3k1/5pp1/p1r1p2p/3p1q2/3P4/2P1R2P/P4PP1/1R2Q1K1 b - - 0 28","c6c3 e3c3 c8c3 b1b8 g8h7 e1c3","1606","76","100","494","advantage endgame intermezzo long","https://lichess.org/rajeWHAI/black#56","",""
"flank","2","1145","fa","exact","LJgz1","7r/pp1rkppp/4p3/2q5/Q2n2B1/7P/PP4P1/2R2R1K b - - 1 22","c5b6 f1f7 e7f7 a4d7","1581","77","100","179","attraction crushing deflection middlegame short","https://lichess.org/dGlgZhL3/black#44","",""
"learn","2","1144","ea","exact","RW11N","3r1r1k/Q5bp/8/4Nqp1/3B1p2/2P4P/PP3K2/4R3 b - - 0 30","f5h3 e5g6 h7g6 a7g7","1576","77","100","769","master mate mateIn2 middlegame short","https://lichess.org/8iZHyo1Q/black#60","",""
"nadir","2","1143","ad","exact","z0n06","4rk2/2R2ppp/8/3n4/3NP3/2P1KP2/r3R1PP/8 w - - 1 29","e3f2 a2e2 f2e2 d5c7","1619","75","100","550","advantage endgame short","https://lichess.org/U0FcA2Sq#57","",""
"comfy","2","1141","cf","exact","bOEtN","5k2/pp3Bp1/2n2n1p/4N3/3P1Q2/2q5/Pr4PP/5RK1 w - - 1 24","e5c6 c3c6 f4g3 f8f7","1599","75","100","222","advantage master middlegame short","https://lichess.org/Ge4pMJYo#47","",""
"gruff","3","1139","gff","exact","MoTxf","1r5k/p4R2/1p6/2pBp3/P1Pp3q/3b4/1P4Q1/6K1 b - - 0 29","b8g8 g2g8 h8g8 f7f4 g8g7 f4h4","1601","75","100","342","advantage discoveredAttack endgame exposedKing long sacrifice","https://lichess.org/cBOwt6KZ/black#58","",""
"ester","2","1138","ee","exact","rthlB","7k/8/4P3/3K4/1p2B3/6N1/3brp1P/8 b - - 1 59","e2e3 e6e7 h8g7 e7e8q","1608","75","100","411","advancedPawn crushing endgame master promotion short","https://lichess.org/UrVqgeLk/black#118","",""
"least","2","1137","ea","exact","QWEdv","4r2k/pp3r1p/6p1/q5B1/7P/8/1PP2Q2/2K3R1 w - - 0 35","f2f7 e8e1 g1e1 a5e1","1574","77","100","1522","endgame mate mateIn2 short","https://lichess.org/BOhyKy8B#69","",""
"mogul","1","1136","g","exact","5iOUX","5k2/p2q3P/B5Q1/2pp4/8/2b3P1/6K1/8 b - - 0 49","d7e7 g6g8","1588","215","100","4","endgame","https://lichess.org/mHCgt4V1/black#98","",""
"fetch","4","1135","fech","exact","FU8NL","2r5/5k2/pp6/3p1N2/P2Pnqp1/1P1Q2N1/5PPP/R5K1 w - - 1 32","f5e3 f4f2 g1h1 e4g3 h2g3 c8h8 d3h7 h8h7","1343","77","96","10321","mate mateIn4 middlegame veryLong","https://lichess.org/pkLCRlv1#63","",""
"cause","3","1134","cae","exact","6jhnw","R7/3r1p2/4pPp1/1k1p2P1/p2P4/r1P1R3/7K/8 b - - 7 43","d7c7 c3c4 b5b4 a8b8 b4c4 e3a3","1683","75","100","301","advantage deflection endgame long rookEndgame","https://lichess.org/YQBPtxJy/black#86","",""
"aglow","2","1132","ag","exact","M5cAn","8/8/6B1/7p/3p1B2/7P/r5PK/5k2 w - - 7 51","h2g3 a2g2 g3f3 g2g6","1564","75","100","790","crushing endgame short skewer","https://lichess.org/xWEjZE5H#101","",""
"meaty","2","1131","ea","exact","sqZVj","4B3/1p3p2/pP2k3/P1b1p1p1/2K1P1Pp/2P4P/8/8 b - - 6 49","e6d6 e8f7 c5b6 a5b6","1574","156","100","10","endgame","https://lichess.org/gEOiLxTM/black#98","",""
"gaffe","5","1130","gaffe","exact","nx9FC","r5k1/p2qr1p1/1p2pp2/3pP1K1/N2Q4/1PR4P/P7/2R5 w - - 0 31","e5f6 g7f6 d4f6 a8f8 c3c7 f8f6 c7d7 f6f5 g5g6 e7d7 c1c8 f5f8","2762","90","94","1052","attraction crushing middlegame veryLong","https://lichess.org/KAYjquQ5#61","",""
"shyly","1","1129","h","exact","y2jXi","4Q3/ppR2pbk/3p4/3P1b1p/5B1P/1B4K1/P4PP1/6qr w - - 11 29","e8f7 h1h3","1622","76","100","1570","master mate mateIn1 middlegame oneMove pin","https://lichess.org/KDzgjoqp#57","",""
"racer","3","1128","ace","exact","I4kCB","r4rk1/1p2qpp1/1Qp1b2p/8/8/P3PB2/1P3PPP/3R1RK1 w - - 1 22","d1d4 a8a6 b6b4 c6c5 b4b7 e7b7","1649","76","100","147","advantage fork long middlegame","https://lichess.org/NKKVmQZI#43","",""
"thief","3","1127","hef","exact","WZygI","4rbk1/3n1p2/7p/p2q2P1/4N3/P2p1P1Q/1P3B2/1R4K1 b - - 0 35","h6g5 h3d7 d5d7 e4f6 g8h8 f6d7","1611","80","100","56","middlegame","https://lichess.org/4PKNgKEk/black#70","",""
"rocky","1","1124","c","exact","3zIIu","r3k2r/ppqn1pp1/4p1p1/1Bbp4/N7/1P6/P1P2PPP/R2Q1RK1 w kq - 4 16","a4c5 c7h2","1626","75","100","1392","kingsideAttack mate mateIn1 middlegame oneMove","https://lichess.org/LqN9lfxA#31","Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation",""
"tweet","2","1123","ee","exact","vyJex","2r4k/4R1b1/1p2Q1Np/pP1nP3/3P4/Pq6/6PP/2r2R1K b - - 0 32","h8h7 e7g7 h7g7 e6f7","1592","75","100","648","attraction mate mateIn2 middlegame sacrifice short","https://lichess.org/VOADVm5W/black#64","",""
