word,a_to_h_letter_count,frequency_score,a_to_h_sequence,match_status,puzzle_id,fen,moves,rating,rating_deviation,popularity,nb_plays,themes,lichess_url,opening_tags,daily_date
"foyer","2","2030","fe","exact","sOWxT","r3r2k/1p2pQbp/p5p1/3BNb2/P2q1P2/8/1P2PP1P/R4RK1 b - - 1 18","d4f4 f7g8 e8g8 e5f7","1601","76","100","847","kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate","https://lichess.org/M1fM5mDI/black#36","Slav_Indian Slav_Indian_Other_variations",""
"cargo","3","2029","cag","exact","U9pxh","1k1r3r/ppp3pp/2nq4/4p1Q1/4R3/2N4P/PPp2PP1/R5K1 b - - 0 17","d6d1 c3d1 c2d1q a1d1 d8d1 g1h2","1591","75","100","738","advantage long middlegame","https://lichess.org/yubEmkA6/black#34","Scotch_Game Scotch_Game_Scotch_Gambit",""
"oxide","2","2028","de","exact","eIqoH","R7/6pk/4p2p/3p1p2/3NbP2/2P1K1P1/1r5P/8 w - - 4 34","d4e6 d5d4 e3d4 e4a8","1601","75","100","429","advantage discoveredAttack endgame short","https://lichess.org/Z3BEDECH#67","",""
"plant","1","2027","a","exact","ifFzk","1r4k1/7p/6pP/2Pp2P1/3Q4/8/p7/Kq3R2 w - - 1 39","f1b1 a2b1q","1574","75","100","736","advancedPawn endgame mate mateIn1 oneMove promotion","https://lichess.org/dgizUhB5#77","",""
"olive","1","2026","e","exact","gFuoD","5r2/pp3kp1/2p2pn1/3p1Np1/3P4/1qP4P/4Q1P1/4R1K1 b - - 0 31","b3c3 e2e6","1587","76","100","551","endgame mate mateIn1 oneMove","https://lichess.org/YzwzWgTz/black#62","",""
"inert","1","2025","e","exact","5SGhN","r3r1k1/pp1nqppp/2pb1n2/8/2PN2b1/1P3NP1/PBQ1PKBP/R4R2 w - - 1 15","a1e1 e7e3","1586","75","100","897","mate mateIn1 middlegame oneMove","https://lichess.org/tz2LR0rN#29","English_Opening English_Opening_Caro-Kann_Defensive_System",""
"askew","2","2024","ae","exact","eNaMU","1k1r3r/pp3pp1/2p5/4Q3/N3R2b/1P5q/P1P2P2/4R1K1 b - - 1 27","b8a8 a4b6 a7b6 e4a4","1587","75","100","1461","clearance mate mateIn2 middlegame queensideAttack sacrifice short","https://lichess.org/SZ84sf7G/black#54","",""
"heist","2","2023","he","exact","rOmSb","5rk1/pp2b1p1/2p1q1b1/4P2p/4p3/6B1/PP2QPPP/3R1RK1 w - - 2 25","b2b3 h5h4 g3h4 e7h4","1596","75","100","229","advantage middlegame short trappedPiece","https://lichess.org/onXmLJrt#49","",""
"shown","1","2022","h","exact","GuFL8","8/5pkp/2b3p1/4NnP1/p2P3P/P1R1B1K1/5P2/7r w - - 7 36","g3g4 h1h4","1604","76","100","269","endgame hookMate mate mateIn1 oneMove","https://lichess.org/f47ZrHit#71","",""
"zesty","1","2021","e","exact","xYHs9","r3k2r/pp3pp1/1bp5/4p1B1/Q1B1n1b1/2Pq4/P5PP/RN3R1K w kq - 0 18","c4d3 e4g3","1585","76","100","163","mate mateIn1 middlegame oneMove pin","https://lichess.org/DpqwIGrn#35","Scotch_Game Scotch_Game_Scotch_Gambit",""
"hasty","2","2020","ha","exact","l1019","2r1k2r/3bbp2/p2ppn1B/8/1Q1NP3/5P2/qPP1N3/2KR3R w k - 1 21","h6g7 h8h1 d1h1 a2a1","1581","74","100","308","crushing master middlegame short","https://lichess.org/fBRZikJr#41","",""
"trash","2","2019","ah","exact","0UCR1","k3r3/1p1Q3p/q7/2pR1p2/8/4P3/PPP3Pb/R5K1 w - - 0 28","g1h2 a6h6 h2g1 h6e3","1603","116","100","57","endgame equality short","https://lichess.org/kLkXJg6C#55","",""
"fella","3","2018","fea","exact","JzjT0","8/p4p1k/1p1PqPp1/2r1P3/4Q1P1/P7/5R2/6K1 b - - 2 32","c5e5 f2h2 h7g8 e4a8 e6e8 a8e8","1593","75","100","1522","crushing endgame long","https://lichess.org/tyG66ieC/black#64","",""
"larva","2","2017","aa","exact","MT4TY","6B1/4k3/4P3/6K1/p7/1p6/P7/8 w - - 0 61","a2b3 a4a3 g8h7 a3a2","1604","74","100","1155","advancedPawn bishopEndgame crushing endgame master short","https://lichess.org/hmTf7fB4#121","",""
"forgo","2","2016","fg","exact","nfS5d","8/8/8/5p2/5Pk1/5r2/5R1K/8 w - - 10 51","h2g2 f3f2 g2f2 g4f4","1600","77","100","56","endgame","https://lichess.org/lPPmE7V1#101","",""
"hairy","2","2015","ha","exact","wrsjP","6k1/3Q1p1p/P2pp1p1/3Pb3/7q/5P1P/r5P1/1R4RK w - - 0 35","d5e6 h4h3 g2h3 a2h2","1579","74","100","2866","endgame mate mateIn2 operaMate sacrifice short","https://lichess.org/Rf1zfanb#69","",""
"train","1","2014","a","exact","dytDL","8/3p4/1p1Nk3/4P3/7B/1pp5/r5PP/2K1R3 w - - 0 40","d6b5 a2a1","1573","76","100","1468","endgame mate mateIn1 oneMove","https://lichess.org/uGPQJ8mr#79","",""
"homer","2","2013","he","exact","ytuJZ","8/5p2/4p3/1p1p2Pp/1P1Pk2P/1P4P1/6K1/8 w - - 2 42","g3g4 h5g4 h4h5 e4f5","1604","151","100","14","endgame","https://lichess.org/rYAe42oL#83","",""
"midst","1","2011","d","exact","DC1FN","6k1/1p5p/p5p1/2pP1n2/2Pq1Q2/1P5P/P4RP1/5rK1 w - - 0 44","g1f1 d4d1","1593","76","100","1441","endgame mate mateIn1 oneMove","https://lichess.org/8bSQPm7l#87","",""
"canny","2","2010","ca","exact","y2eLm","4r1k1/1p3ppp/1qn5/r1bnp3/2B5/P4N2/1BP2PPP/R2QR1K1 w - - 2 19","d1d5 c5f2 g1h1 a5d5","1595","75","100","3059","advantage discoveredAttack fork middlegame short","https://lichess.org/pL4vDDY8#37","",""
"fetus","2","2009","fe","exact","vCVV3","2k4r/1pp2pp1/p2r1n1p/q7/4P3/2NPB2P/1Q3PP1/2KRR3 w - - 4 19","c1d2 f6e4 d2c2 e4c3","1601","88","100","81","advantage middlegame pin short","https://lichess.org/3Cf8Z3NR#37","",""
"butch","3","2008","bch","exact","VNEmC","4b3/8/1pN5/pP2k1pp/P1K1p3/4P1P1/7P/8 b - - 2 39","e8c6 b5c6 e5d6 c4b5 d6c7 h2h3 c7d6 b5b6","1553","75","100","975","crushing endgame quietMove veryLong zugzwang","https://lichess.org/RihFDb9M/black#78","",""
"farce","4","2007","face","exact","yiRXd","6k1/p3rpp1/4p2p/1pq3b1/2R5/P1P2Q2/1PBr1PPP/2R3K1 b - - 5 26","b5c4 f3a8 e7e8 a8e8 c5f8 c2h7 g8h7 e8f8","1143","76","100","704","crushing deflection kingsideAttack middlegame veryLong","https://lichess.org/lLvQgZQx/black#52","",""
"slung","1","2006","g","exact","MuOUn","6r1/5N1k/4p3/p2p3P/P1bP2r1/2P5/7K/R3R3 w - - 2 33","e1e6 g4h4","1604","77","100","250","endgame mate mateIn1 oneMove","https://lichess.org/OdU4c6EI#65","",""
"metal","2","2005","ea","exact","QFTBr","1r4k1/1b3p2/1Pr1q1p1/3p3p/P3p3/4P3/1Q1NBPPP/1R4K1 b - - 0 31","b7a6 e2a6 c6b6 a6b5","1594","76","100","848","advantage defensiveMove middlegame short","https://lichess.org/3kiWfpni/black#62","",""
"yield","2","2004","ed","exact","oVCsE","r3k3/p2n4/1p6/1PpP1b2/2PbNp2/5B2/P3K1P1/3R4 b q - 0 32","d7e5 e4d6 e8d8 d6f5","1600","111","100","64","equality fork middlegame short","https://lichess.org/IGRcGtC4/black#64","",""
"delve","3","2003","dee","exact","RHvT7","3r2k1/1p4bp/p3p1p1/4qp2/4B3/5Q1P/2RB3P/7K w - - 0 28","e4b7 d8d2 c2d2 e5e1 h1g2 e1d2","1597","75","100","461","attraction crushing fork long middlegame sacrifice","https://lichess.org/oSaizkIW#55","",""
"being","3","2002","beg","exact","qfuuk","4Q3/1R3pk1/1p1q1rpp/2pP4/2P2p2/pP6/P5PP/6K1 b - - 0 39","f4f3 b7b8 d6b8 e8b8 f3f2 g1f1","1599","75","100","491","crushing endgame long","https://lichess.org/fZMaRVpa/black#78","",""
"scour","1","2001","c","exact","YPy5r","8/8/5kp1/8/2P1RKP1/4BP2/2q5/8 w - - 4 57","c4c5 c2h2","1606","75","100","277","endgame mate mateIn1 oneMove","https://lichess.org/9QQYEoh2#113","",""
"glass","2","2000","ga","exact","v9Jdg","8/p4pbk/1p2p1p1/3n3p/q4P2/1NP4P/1PQ3P1/3R2K1 w - - 4 35","b3d4 g7d4 d1d4 a4c2","1598","76","100","897","crushing endgame short","https://lichess.org/blTDxtIv#69","",""
"gamer","3","1999","gae","exact","u6tvg","r3r1k1/pb3ppp/1p6/3P2q1/1QB5/8/PP3PPP/3RR1K1 w - - 2 23","b4d2 g5d2 e1e8 a8e8 d1d2 e8e1","1656","76","100","1007","advantage long middlegame","https://lichess.org/uWE0Lwi3#45","",""
"scrap","2","1998","ca","exact","IDpiH","r3k1nr/ppq1ppbp/3p2p1/3P1b2/1PP5/4B1P1/n1N2PBP/R2QNRK1 b kq - 2 18","c7c4 c2a3 a2c3 a3c4","1594","74","100","442","advantage middlegame short","https://lichess.org/67BHYBXK/black#36","English_Opening English_Opening_Symmetrical_Variation",""
"money","1","1997","e","exact","uRepA","2r3k1/5q2/p2Q3p/1p2p1p1/n3r3/2P3R1/P1R2PPB/6K1 w - - 0 34","d6h6 e4e1","1616","225","100","8","middlegame","https://lichess.org/cK2ktMLl#67","",""
"hinge","3","1996","hge","exact","dgWMN","6rQ/5kP1/4p3/2p1Pq1p/1p6/1P5P/P3b1B1/6RK b - - 2 40","g8g7 h8g7 f7g7 g2e4 g7f7 e4f5","1608","76","100","819","advantage discoveredAttack endgame long sacrifice","https://lichess.org/Uacf9cRJ/black#80","",""
"album","2","1995","ab","exact","G5py5","r2b4/3P3k/5ppP/8/1pp1n1P1/4N2R/1PP5/2K2R2 w - - 2 41","c2c3 a8a1 c1c2 b4b3","1603","77","100","2322","endgame mate mateIn2 short","https://lichess.org/giaPIjhW#81","",""
"vouch","2","1994","ch","exact","hj8gz","6k1/1b3pp1/1r6/pPRp4/2nP1P1p/Q3P1qP/3N2P1/2R3K1 w - - 1 28","d2f1 c4a3 f1g3 h4g3","1599","75","100","160","advantage master middlegame short","https://lichess.org/aVmAznAv#55","",""
"asset","2","1993","ae","exact","qGBZe","r7/8/2p5/1p5P/2r5/5P2/pk4P1/R3R1K1 b - - 5 42","a8e8 a1a2 b2a2 e1e8","1614","75","100","346","advantage endgame rookEndgame short","https://lichess.org/UK7veEjk/black#84","",""
"tiara","2","1992","aa","exact","jL72g","r5k1/5ppp/1p6/q3P3/1b1Q4/1P1R1N2/2P2PPP/1K5R w - - 1 25","c2c3 a5a1 b1c2 a8a2","1605","75","100","830","mate mateIn2 middlegame queensideAttack short","https://lichess.org/bQuhzzuD#49","",""
"crept","2","1991","ce","exact","S44Ug","3k1Rr1/p1p5/2p5/2Qn3p/4N3/1P4P1/P1P3K1/4q3 b - - 5 27","g8f8 c5f8 d8d7 e4c5","1596","76","100","453","endgame mate mateIn2 short","https://lichess.org/lGxe0ETy/black#54","",""
"bayou","2","1990","ba","exact","DesB3","7k/1b1NR3/2p4p/6p1/3b2Pn/1B3n1P/1P3P2/2B2K2 w - - 4 34","c1e3 b7a6 b3c4 a6c4","1601","75","100","356","mate mateIn2 middlegame short","https://lichess.org/yXocpGrj#67","",""
"atoll","1","1989","a","exact","WCpeC","k1r2b1r/p2bqp2/QPp4p/3p2p1/3N4/2N1P1n1/P1P2PPP/R4RK1 b - - 0 19","d7e8 a6c8","1572","76","100","644","hangingPiece master mate mateIn1 middlegame oneMove queensideAttack","https://lichess.org/PaZCF9vK/black#38","",""
"manor","1","1988","a","exact","eTGKo","3r4/7p/8/R6k/2p2R1P/6P1/1r6/6K1 b - - 4 38","h5g6 a5g5 g6h6 f4f6","1601","75","100","502","endgame mate mateIn2 rookEndgame short","https://lichess.org/E6CHuAIv/black#76","",""
"creak","3","1987","cea","exact","klBFd","r2qk1nr/pp3ppp/2n1b3/4P3/1bp1BP2/2p2N2/P1Q3PP/RNB1K2R b KQkq - 1 11","c6d4 c2a4 d4c6 e4c6 b7c6 a4b4","1632","75","100","500","advantage fork long middlegame","https://lichess.org/E1AwxAzy/black#22","Center_Game Center_Game_Halasz-McDonnell_Gambit",""
"showy","1","1986","h","exact","Zu29H","7k/pp4pp/7q/3PQ3/5rK1/6P1/PPR5/7r w - - 0 34","e5f4 h6h5","1604","76","100","1245","endgame mate mateIn1 oneMove","https://lichess.org/elJXPpfZ#67","",""
"phase","3","1985","hae","exact","41ODP","rn4r1/p4p1k/1p2p2p/3pP1q1/3P1P2/P3Q3/1P1K2PR/R7 b - - 0 21","g5g3 h2h6 h7h6 a1h1 h6g7 e3g3","1491","76","100","492","attraction crushing interference long middlegame sacrifice","https://lichess.org/ddN1QbWv/black#42","",""
"froth","2","1984","fh","exact","NyOry","r3r3/1pp1qp2/pnn2k2/3p1Q2/3P4/2PBP3/P4PPP/R4RK1 b - - 3 21","f6g7 f5h7 g7f6 h7h6","1597","75","100","186","mate mateIn2 middlegame short","https://lichess.org/zX6KDWkT/black#42","",""
"depth","3","1983","deh","exact","as1hm","r2q1r2/1b3pk1/pn3np1/1p2p3/3NP3/1PN1QP2/P1B3P1/R3K2R b KQ - 1 18","f8h8 d4f5 g6f5 e3g5 g7f8 h1h8","1605","76","100","250","crushing deflection long middlegame sacrifice","https://lichess.org/OngYWjds/black#36","Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense",""
"gloom","1","1982","g","exact","Myy2b","1rbq1rk1/3nppbp/3p2pB/2pP3n/p3P3/P4P2/1PBQ2P1/1NKR2NR w - - 0 17","h1h5 g7b2","1604","76","100","1142","mate mateIn1 oneMove opening queensideAttack","https://lichess.org/I0XWU5Vx#33","Indian_Defense Indian_Defense_Accelerated_London_System",""
"flood","2","1981","fd","exact","kS8TK","4r3/1p1Q1p2/p4qkp/5Np1/1nP1P3/1P4P1/5PBP/6K1 b - - 5 36","e8d8 f5e7 f6e7 d7e7","1599","196","100","17","endgame master","https://lichess.org/yAaNAMfa/black#72","",""
"trait","1","1980","a","exact","blfOI","4r3/5k2/q1p3pQ/p2p1p1p/8/P6P/1rP3P1/4RR1K w - - 0 27","e1e8 a6f1 h1h2 f7e8","1598","75","100","1702","advantage endgame hangingPiece intermezzo short","https://lichess.org/r2oP8ulT#53","",""
"girth","2","1979","gh","exact","Zbh20","8/4r3/7k/3B1R2/3p4/6pp/PPPK4/8 w - - 0 54","d5f3 g3g2 f5h5 h6g6","1600","74","100","219","advancedPawn advantage endgame short","https://lichess.org/obzDNr2q#107","",""
"piety","1","1978","e","exact","G5B1q","5k2/3R4/6p1/3Bb2p/4P3/2r4K/6P1/8 w - - 3 50","h3h4 e5f6","1582","76","100","1483","endgame mate mateIn1 oneMove","https://lichess.org/lFBiWmUw#99","",""
"payer","2","1977","ae","exact","2VwXn","r7/5bk1/8/5R2/1N3BP1/7P/1PP5/1K2r3 w - - 1 39","f4c1 a8a1 b1a1 e1c1","1615","370","100","10","endgame","https://lichess.org/SjSNsMpy#77","",""
"goose","2","1976","ge","exact","FGeSX","4r1k1/ppp2pp1/3p3p/2nP1N2/4nRP1/5Q1P/P1q1B1K1/5R2 w - - 3 26","f5h6 g7h6 f4f7 e4g5","1604","119","100","67","equality middlegame short","https://lichess.org/lc7T5mkY#51","",""
"float","2","1975","fa","exact","iNouT","8/8/PR6/5p2/5kpp/5P1K/r7/8 w - - 0 51","f3g4 f5g4 h3h4 a2h2","1611","74","100","360","endgame mate mateIn2 rookEndgame short","https://lichess.org/oUZyXuH7#101","",""
"donor","1","1974","d","exact","aAg86","5k2/3R4/3P2Kp/8/6P1/1p1r4/8/8 b - - 0 44","b3b2 d7d8","1607","75","100","923","endgame master mate mateIn1 oneMove rookEndgame","https://lichess.org/NAScH1S7/black#88","",""
"atone","2","1973","ae","exact","ajgkP","r4nk1/1b2r3/p1qp1Rp1/1p6/1PpP2Q1/P3P2P/1B4P1/5RK1 w - - 0 25","f6f8 a8f8 g4g6 e7g7","1584","116","100","49","equality middlegame short","https://lichess.org/10GTnrD1#49","",""
"apron","1","1972","a","exact","lU13s","6k1/4rpp1/R1p4q/1p2PQ1P/3r4/8/1P3P2/5RK1 b - - 0 33","h6e6 a6a8 e7e8 f5e6","1602","75","100","343","crushing endgame pin short","https://lichess.org/x9TFm3PV/black#66","",""
"blown","1","1971","b","exact","tRaQC","8/1R3pr1/3p4/5P2/kpK1P3/8/8/8 b - - 5 50","g7g4 b7a7","1610","75","100","1176","endgame mate mateIn1 oneMove rookEndgame","https://lichess.org/LeHTB1fy/black#100","",""
"cacao","4","1970","caca","exact","VnZf2","8/2Rn2p1/r1p1k3/p2p1p1p/N2P1P1P/4PKP1/8/8 b - - 5 31","e6d6 c7d7 d6d7 a4c5 d7c7 c5a6 c7b6 a6c5","1545","75","98","2797","attraction crushing defensiveMove endgame fork sacrifice veryLong","https://lichess.org/ftk01lxj/black#62","",""
"loser","1","1969","e","exact","SY8bG","8/8/3p1K1k/2p1r1nP/1p2P1P1/1P1B4/2P5/5R2 w - - 3 44","f1f5 e5e6","1581","119","100","36","endgame","https://lichess.org/SKb8RWRv#87","",""
"gloat","2","1968","ga","exact","tzwZ6","8/8/8/R1B5/5Pp1/P4k2/7K/r7 w - - 2 47","f4f5 g4g3 h2h3 a1h1","1606","74","100","722","endgame mate mateIn2 short","https://lichess.org/QNuMdqSL#93","",""
"awful","2","1967","af","exact","nFhjs","3b4/N2P4/3r1p2/p3pB2/Pkp1P3/8/1PK5/8 b - - 1 50","d8c7 a7b5 d6d7 f5d7","1602","76","100","1707","advantage endgame fork master short","https://lichess.org/MOqpjYpf/black#100","",""
"brink","1","1966","b","exact","odzWQ","1k3r2/r5bR/6p1/3Q4/2pN4/1pP1P1P1/1q1K1PP1/3R4 w - - 0 35","d2e1 b2f2","1613","75","100","809","attackingF2F7 mate mateIn1 middlegame oneMove","https://lichess.org/1C8KPJEJ#69","",""
"smite","1","1965","e","exact","l5ZSs","rn1q1bkr/pp2p1p1/2p2nNp/8/8/8/PPPPQPPP/R1B1K2R b KQ - 5 11","h8h7 e2e6","1619","88","100","82","opening","https://lichess.org/ONkrhMLD/black#22","Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack",""
"beady","4","1964","bead","exact","4QCS0","1k1r1bnr/pp2ppp1/4n2p/1Np1Q3/8/5P2/PPP2P1P/R5K1 b - - 1 17","b8a8 b5c7 e6c7 e5c7 d8b8 a1d1 g8f6 d1d8","1672","75","96","7731","advantage middlegame quietMove veryLong","https://lichess.org/S8maAhko/black#34","Zukertort_Opening Zukertort_Opening_Tennison_Gambit",""
"retro","1","1963","e","exact","yehwe","4r2k/4q2n/p5RQ/1p6/2P4P/5P2/PP3KP1/8 w - - 1 35","h4h5 e7e1","1581","77","100","1712","endgame mate mateIn1 oneMove","https://lichess.org/5Ca40tft#69","",""
"droll","1","1962","d","exact","liJwP","rnb1kbnr/pp2pppp/2p5/3q4/8/8/PPPPKPPP/RNBQ1BNR w kq - 0 4","g1f3 d5e4","1593","76","100","517","mate mateIn1 oneMove opening","https://lichess.org/0hEtDxnA#7","Caro-Kann_Defense Caro-Kann_Defense_Other_variations",""
"gawky","2","1961","ga","exact","ym03V","1bk3r1/pp3p2/P1n5/1NNp4/4p3/4Q1rq/1PP4P/R5RK b - - 0 24","g3e3 g1g8 c6d8 a6b7","1607","75","100","1593","advancedPawn hangingPiece mate mateIn2 middlegame queensideAttack short","https://lichess.org/1terQV3v/black#48","",""
"hutch","3","1960","hch","exact","YEixe","1r3rk1/p4pp1/b1qp2P1/4pP2/1P2n1P1/2PRB3/P1Q5/2K4R b - - 0 24","a6d3 h1h8 g8h8 c2h2 h8g8 h2h7","1598","75","100","490","attraction kingsideAttack long mate mateIn3 middlegame sacrifice","https://lichess.org/W00H90pI/black#48","",""
"gaily","2","1959","ga","exact","q1WF0","r7/3b4/1R4B1/1p2pPp1/1k2Pb2/1P3K2/8/1R6 w - - 3 41","f5f6 g5g4 f3e2 a8a2","1609","76","100","709","crushing endgame short","https://lichess.org/PGkU31qh#81","",""
"egret","3","1958","ege","exact","rRYL4","5r2/1p5p/p1kbR1p1/3p2r1/2p5/2P2PN1/PP3KPP/3R4 b - - 1 31","c6d7 e6d6 d7d6 g3e4 d6c6 e4g5","1595","76","100","1326","advantage attraction endgame exposedKing long pin sacrifice","https://lichess.org/Jo2Fmr2v/black#62","",""
"lilac","2","1957","ac","exact","4ewEH","8/p7/8/2K5/P1p5/2k5/2P5/8 b - - 1 45","a7a6 a4a5 c3b2 c5c4","1603","119","100","21","endgame","https://lichess.org/kJ1aztKM/black#90","",""
"sever","2","1956","ee","exact","LOB5c","7k/p1p2rpp/2p5/3pPb2/3B1P2/2P1K3/PP6/3B4 b - - 2 34","g7g6 e5e6 f7g7 e6e7","1601","75","100","550","advancedPawn advantage discoveredAttack endgame pin short","https://lichess.org/9q5P1JEZ/black#68","",""
"field","3","1955","fed","exact","KcwWE","3r4/5pk1/3pnqp1/1p1Qp3/pP6/P4NP1/2P2PKP/4R3 w - - 7 37","d5b5 f6f3 g2f3 e6d4 f3e3 d4b5","1602","75","100","559","advantage attraction endgame fork long sacrifice","https://lichess.org/zhZ7iAqI#73","",""
"fluff","3","1954","fff","exact","4rvTu","4rrk1/5ppp/p7/1pp2R2/5Q2/2qP3P/2P3P1/5R1K b - - 4 25","a6a5 f5f7 c3f6 f7f6 f8f6 f4c1","1600","74","100","216","advantage defensiveMove endgame long","https://lichess.org/GcxZOntb/black#50","",""
"hydro","2","1953","hd","exact","6v9yB","3r1q2/pp1QR1pk/2pB1rpp/3p3n/3P1P2/1B6/PPP3PP/5RK1 w - - 1 24","e7g7 h5g7 d6f8 d8d7","1600","76","100","148","advantage master middlegame short","https://lichess.org/2lFipZwg#47","",""
"flack","3","1952","fac","exact","73VKO","5rk1/p1p2p2/1p1p2pp/nQb5/1P6/5qB1/P4P1P/2KR3R w - - 0 20","b4c5 f3c3 c1b1 a5c4 b5c4 c3c4","1604","75","100","95","middlegame","https://lichess.org/8dF3DfcH#39","",""
"agape","4","1951","agae","exact","dc4jX","2k5/1p6/1Ppr2b1/R3K3/4P1pr/P7/6R1/8 b - - 2 46","d6d8 a5a8 c8d7 g2d2 d7e7 a8d8 h4h5 e5f4","1592","77","96","18767","crushing endgame veryLong","https://lichess.org/HY96Ypee/black#92","",""
"voice","2","1950","ce","exact","Za9FN","6k1/4b3/p1q1p1n1/2p1P1PK/2P1N3/1P1Q4/P7/8 w - - 0 39","h5g6 c6e8 g6h6 e7f8","1604","75","100","652","endgame mate mateIn2 short","https://lichess.org/eydOWeQE#77","",""
"stead","3","1949","ead","exact","GD2JZ","r4rk1/p4ppp/1p2p3/8/4Q2P/1Pq5/2PR1PP1/1K1R4 b - - 1 23","a7a5 e4a8 c3d2 a8f8 g8f8 d1d2","1585","75","100","886","crushing endgame long","https://lichess.org/nzR8OqgC/black#46","",""
"berth","3","1947","beh","exact","35SzT","1r6/6p1/8/4k2p/7P/5PP1/1pK5/1R6 w - - 4 52","b1b2 b8b2 c2b2 e5d4 g3g4 h5g4","1616","76","100","234","crushing endgame long rookEndgame","https://lichess.org/XmO8WD4q#103","",""
"madam","3","1946","ada","exact","4S3iu","8/pp2k1Bp/3rp3/r7/1b2p3/4P3/PPBn1PPP/K2R3R w - - 5 22","g7c3 a5a2 a1a2 d6a6 c2a4 a6a4","1600","80","100","733","anastasiaMate attraction long mate mateIn3 middlegame sacrifice","https://lichess.org/Et5I1mJM#43","",""
"night","2","1945","gh","exact","9LOlZ","r2r2k1/1q3p1p/2p1p1p1/p3N1Q1/3P2P1/PBP5/2K5/7R b - - 2 30","c6c5 g5h6 b7h1 h6h1","1601","75","100","169","crushing middlegame short","https://lichess.org/iWCDCpU3/black#60","",""
"bland","3","1944","bad","exact","K319N","1r1r3k/1q4p1/4Q2p/4P2P/p4R2/P7/KPP2R2/8 w - - 2 33","c2c3 b7b3 e6b3 a4b3 a2a1 d8d1","1646","75","100","595","endgame long mate mateIn3","https://lichess.org/4osdtlrg#65","",""
"liver","1","1943","e","exact","6KYGA","r2qkb1r/pb1p2pp/1pn1p3/3P4/4B3/5N2/PP2QPPP/R1B1K2R b KQkq - 0 11","e6d5 e4g6","1621","75","100","809","doubleCheck mate mateIn1 oneMove opening","https://lichess.org/splloLaR/black#22","French_Defense French_Defense_Normal_Variation",""
"wedge","4","1942","edge","exact","rKt9j","r1b1k2r/pp1ppp1p/3N4/2qnP3/4Q3/3B4/P2B1PPP/n4K1R b kq - 1 18","e7d6 e5d6 e8d8 d2g5 f7f6 g5f6 d5f6 e4e7","1728","76","100","146","discoveredAttack mate mateIn4 middlegame veryLong","https://lichess.org/PvZ1Iiqe/black#36","Borg_Defense Borg_Defense_Borg_Gambit",""
"augur","2","1941","ag","exact","iDUAp","8/N5R1/7p/3k4/6K1/8/r6P/8 w - - 3 57","h2h4 a2g2 g4h5 g2g7","1605","128","100","47","endgame equality short skewer","https://lichess.org/FlolL6bE#113","",""
"wacky","2","1940","ac","exact","5KmuD","8/2B5/P3p3/8/1KP1kp1r/8/8/8 b - - 0 43","f4f3 a6a7 h4h8 c7b8","1596","75","100","323","advancedPawn crushing defensiveMove endgame short","https://lichess.org/y2yB71oV/black#86","",""
"flock","2","1939","fc","exact","VNB68","1r3r2/6k1/4p1p1/p2p4/P2P4/3QPPn1/1qB3P1/5RK1 b - - 2 30","f8f6 f1b1 b2b1 c2b1","1602","119","100","58","equality middlegame short","https://lichess.org/ySjy9spl/black#60","",""
"angry","2","1938","ag","exact","8vbI7","3r3r/1k3ppp/1pp1p3/4P3/1bP5/4BPP1/PP2QKBq/R7 b - - 5 18","h7h5 a1h1 h2h1 g2h1","1606","75","100","157","advantage middlegame short trappedPiece","https://lichess.org/5kQ4Bcyv/black#36","English_Opening English_Opening_Agincourt_Defense",""
"bobby","3","1937","bbb","exact","fuiaG","1R6/8/1P6/8/2k1K1p1/5pr1/8/8 b - - 0 68","f3f2 b8c8 c4b4 b6b7 f2f1q b7b8q","1597","227","100","11","endgame","https://lichess.org/AepfEt2x/black#136","",""
"trite","1","1936","e","exact","SR4uW","2rq1r2/pb1n2p1/1pn1pPk1/2p3N1/2P1Q3/P1P5/5PPP/R1B2RK1 b - - 0 17","g6f6 e4e6","1579","79","100","510","mate mateIn1 middlegame oneMove","https://lichess.org/hGBmK2Hw/black#34","Nimzo-Indian_Defense Nimzo-Indian_Defense_Samisch_Variation",""
"aphid","3","1935","ahd","exact","IF6Cf","4rk2/pp3p2/2n4Q/8/2p5/q1P4P/P4PP1/R5K1 b - - 2 26","f8e7 a1e1 e7d7 h6d2 a3d6 d2d6 d7d6 e1e8","1562","90","100","49","endgame","https://lichess.org/nekaIoI4/black#52","",""
"midge","3","1934","dge","exact","k6asG","rn2k2r/pp3Bpp/8/4P3/3p1nbq/3P4/PPPQ2PP/R4KNR b kq - 0 14","e8f8 d2f4 g4e2 g1e2 h4f4 e2f4","1599","75","100","1039","advantage hangingPiece long opening","https://lichess.org/YCud6Zt1/black#28","Vienna_Game Vienna_Game_Stanley_Variation",""
"power","1","1933","e","exact","T4R4q","1R1R4/4kb2/4r3/4K3/1Pr1N3/8/8/8 w - - 5 56","e5d5 e6e4","1622","77","100","936","discoveredAttack endgame mate mateIn1 oneMove","https://lichess.org/ysVyOYD3#111","",""
